"port_code","period","total_number_vessels","total_tonnage_vessels","num_small_vessels","num_medium_vessels","num_large_vessels","num_verylarge_vessels","ton_small_vessels","ton_medium_vessels","ton_large_vessels","ton_verylarge_vessels"
"DKCPH",12,125,563,125,NA,NA,NA,562,NA,NA,NA
"DKEBJ",12,1,3,1,NA,NA,NA,3,NA,NA,NA
"DKFRC",12,15,36,15,NA,NA,NA,36,NA,NA,NA
"FIHEL",12,98,663,98,NA,NA,NA,663,NA,NA,NA
"FIHKO",12,15,72,15,NA,NA,NA,72,NA,NA,NA
"FIHMN",12,35,217,35,NA,NA,NA,217,NA,NA,NA
"FIKEM",12,1,3,1,NA,NA,NA,3,NA,NA,NA
"FIKTK",12,61,300,61,NA,NA,NA,300,NA,NA,NA
"FINLI",12,1,2,1,NA,NA,NA,2,NA,NA,NA
"FIPOR",12,28,123,28,NA,NA,NA,123,NA,NA,NA
"FIRAU",12,24,164,24,NA,NA,NA,165,NA,NA,NA
"FITKU",12,13,49,13,NA,NA,NA,49,NA,NA,NA
"FRBOD",12,35,376,16,19,NA,NA,115,261,NA,NA
"FRDKK",12,49,NA,NA,NA,NA,1,NA,NA,NA,564
"FRNTE",12,84,0,NA,NA,NA,NA,NA,NA,NA,NA
"FRURO",12,71,1248,15,56,NA,NA,66,1182,NA,NA
"FRMRS",12,285,NA,NA,NA,NA,2,NA,NA,NA,216
"MQFDF",12,22,0,NA,NA,NA,NA,NA,NA,NA,NA
"IEDUB",12,388,1609,378,10,NA,NA,1451,157,NA,NA
"IEORK",12,104,418,104,NA,NA,NA,417,NA,NA,NA
"NLAMS",12,7,182,NA,6,1,NA,NA,125,57,NA
"NLMOE",12,1,4,1,NA,NA,NA,4,NA,NA,NA
"NLRTM",12,1358,36607,578,342,438,44,2882,8912,24814,5329
"NLTNZ",12,21,55,21,NA,NA,NA,55,NA,NA,NA
"SEGVX",12,32,151,32,NA,NA,NA,151,NA,NA,NA
"SEHEL",12,58,281,58,NA,NA,NA,281,NA,NA,NA
"SEHUS",12,1,2,1,NA,NA,NA,2,NA,NA,NA
"SEKAN",12,3,7,3,NA,NA,NA,7,NA,NA,NA
"SEMMA",12,34,149,34,NA,NA,NA,149,NA,NA,NA
"SENRK",12,14,71,14,NA,NA,NA,71,NA,NA,NA
"SESDL",12,1,3,1,NA,NA,NA,3,NA,NA,NA
"SESTO",12,32,143,32,NA,NA,NA,143,NA,NA,NA
"SEGOT",12,107,1689,82,12,13,1,340,200,1150,171
"SEHAD",12,12,31,12,NA,NA,NA,31,NA,NA,NA
"SEVAG",12,13,81,13,NA,NA,NA,81,NA,NA,NA
"BEANR",13,709,16538,245,345,119,30,1157,9471,5909,3260
"BEZEE",13,286,4475,180,55,51,16,376,1613,2486,1790
"DEBMK",13,8,2,8,NA,NA,NA,2,NA,NA,NA
"DEBRE",13,24,545,3,21,NA,NA,11,534,NA,NA
"DEBRV",13,244,4494,149,64,30,9,611,1957,1627,1219
"DEEME",13,23,88,23,NA,NA,NA,88,NA,NA,NA
"DEHAM",13,1382,19495,981,212,189,35,3781,5518,10197,3805
"DENHA",13,4,49,2,2,NA,NA,9,40,NA,NA
"DENOE",13,38,11,38,NA,NA,NA,11,NA,NA,NA
"DEKEL",13,10,16,10,NA,NA,NA,16,NA,NA,NA
"DKAAL",13,7,56,7,NA,NA,NA,56,NA,NA,NA
"DKAAR",13,221,1481,193,22,6,NA,905,322,254,NA
"DKCPH",13,127,586,127,NA,NA,NA,585,NA,NA,NA
"DKFRC",13,17,42,17,NA,NA,NA,42,NA,NA,NA
"GRCLK",13,3,16,3,NA,NA,NA,16,NA,NA,NA
"GREEU",13,4,30,3,1,NA,NA,9,21,NA,NA
"GRHER",13,17,142,13,4,NA,NA,97,44,NA,NA
"GRMLO",13,1,4,1,NA,NA,NA,4,NA,NA,NA
"GRNAF",13,3,6,3,NA,NA,NA,6,NA,NA,NA
"GRPIR",13,707,8434,422,255,30,1,2083,5086,1264,105
"GRPVK",13,1,4,1,NA,NA,NA,4,NA,NA,NA
"GRRHO",13,3,13,3,NA,NA,NA,13,NA,NA,NA
"GRSKG",13,167,1980,103,57,7,NA,579,1101,299,NA
"GRVOL",13,3,29,3,NA,NA,NA,29,NA,NA,NA
"ESBIO",13,230,2555,143,83,4,NA,656,1715,184,NA
"ESMPG",13,17,169,10,7,NA,NA,55,114,NA,NA
"ESSDR",13,18,73,17,1,NA,NA,51,21,NA,NA
"ESVGO",13,71,596,48,23,NA,NA,242,354,NA,NA
"ESALC",13,65,497,44,21,NA,NA,246,252,NA,NA
"ESBCN",13,399,7435,173,172,54,3,1090,3871,2473,324
"ESCAD",13,67,771,32,35,NA,NA,121,650,NA,NA
"ESCAR",13,59,394,36,23,NA,NA,156,238,NA,NA
"ESLPA",13,278,3942,170,81,27,NA,1091,1433,1416,NA
"ESPMI",13,105,340,105,NA,NA,NA,340,NA,NA,NA
"ESSCT",13,280,3606,280,NA,NA,NA,3606,NA,NA,NA
"ESSVQ",13,23,101,23,NA,NA,NA,101,NA,NA,NA
"ESTAR",13,39,250,36,3,NA,NA,206,44,NA,NA
"ESCEU",13,11,49,10,1,NA,NA,39,11,NA,NA
"ESMLN",13,24,95,24,NA,NA,NA,95,NA,NA,NA
"FIHEL",13,101,653,101,NA,NA,NA,654,NA,NA,NA
"FIHKO",13,14,67,14,NA,NA,NA,68,NA,NA,NA
"FIHMN",13,23,175,23,NA,NA,NA,175,NA,NA,NA
"FIKOK",13,1,3,1,NA,NA,NA,3,NA,NA,NA
"FIKTK",13,59,302,59,NA,NA,NA,302,NA,NA,NA
"FIOUL",13,1,3,1,NA,NA,NA,3,NA,NA,NA
"FIPOR",13,15,71,15,NA,NA,NA,71,NA,NA,NA
"FIRAU",13,23,156,23,NA,NA,NA,155,NA,NA,NA
"FITKU",13,7,27,7,NA,NA,NA,27,NA,NA,NA
"FIVAA",13,3,8,3,NA,NA,NA,8,NA,NA,NA
"FRBES",13,11,0,NA,NA,NA,NA,NA,NA,NA,NA
"FRBOD",13,35,368,3,30,2,NA,8,319,41,NA
"FRDKK",13,51,1097,7,43,1,1,45,1001,52,108
"FRLRH",13,174,0,NA,NA,NA,NA,NA,NA,NA,NA
"FRNTE",13,111,1552,43,68,NA,NA,235,1316,NA,NA
"FRURO",13,60,1084,10,50,NA,NA,60,1025,NA,NA
"FRMRS",13,285,6368,87,158,40,1,602,3902,1865,108
"FRNOU",13,8,44,8,NA,NA,NA,43,NA,NA,NA
"FRSET",13,6,11,NA,1,NA,NA,NA,11,NA,NA
"IEDUB",13,410,1722,401,9,NA,NA,1586,136,NA,NA
"IEORK",13,117,499,117,NA,NA,NA,500,NA,NA,NA
"ITAOI",13,82,853,44,38,NA,NA,233,619,NA,NA
"ITAUG",13,21,188,11,10,NA,NA,65,124,NA,NA
"ITBDS",13,7,90,3,4,NA,NA,23,67,NA,NA
"ITBRI",13,1,7,1,NA,NA,NA,7,NA,NA,NA
"ITCAG",13,17,118,17,NA,NA,NA,118,NA,NA,NA
"ITCTA",13,10,72,10,NA,NA,NA,72,NA,NA,NA
"ITCVV",13,12,83,8,4,NA,NA,42,41,NA,NA
"ITGIT",13,705,13492,297,300,108,3,1601,6431,5460,324
"ITGOA",13,455,7680,202,217,36,NA,1246,4761,1673,NA
"ITLIV",13,286,4095,91,185,10,NA,506,3169,420,NA
"ITMDC",13,9,181,NA,9,NA,NA,NA,181,NA,NA
"ITMSN",13,2,8,2,NA,NA,NA,8,NA,NA,NA
"ITNAP",13,210,3786,89,102,19,1,509,2429,848,108
"ITPMO",13,29,304,22,7,NA,NA,158,147,NA,NA
"ITPNG",13,9,37,9,NA,NA,NA,37,NA,NA,NA
"ITPOZ",13,1,4,1,NA,NA,NA,4,NA,NA,NA
"ITPTO",13,4,56,3,1,NA,NA,16,40,NA,NA
"ITRAN",13,84,760,52,32,NA,NA,212,548,NA,NA
"ITSAL",13,188,1875,112,71,5,NA,718,947,210,NA
"ITSPE",13,207,3733,85,110,12,1,465,2748,520,108
"ITSVN",13,12,72,10,2,NA,NA,39,32,NA,NA
"ITTAR",13,1,3,1,NA,NA,NA,3,NA,NA,NA
"ITTPS",13,22,150,21,1,NA,NA,139,11,NA,NA
"ITTRS",13,94,2024,22,58,14,NA,178,1201,645,NA
"ITVCE",13,82,1354,27,54,1,NA,148,1165,41,NA
"NLAMS",13,27,494,5,22,NA,NA,34,460,NA,NA
"NLRTM",13,1180,32062,526,262,392,46,2770,6888,22404,5553
"NLTNZ",13,2,5,2,NA,NA,NA,5,NA,NA,NA
"NLVLI",13,4,252,NA,NA,4,NA,NA,NA,252,NA
"PTFNC",13,78,366,78,NA,NA,NA,365,NA,NA,NA
"PTLEI",13,95,681,71,24,NA,NA,343,338,NA,NA
"PTLIS",13,187,1746,133,48,6,NA,682,806,259,NA
"PTSET",13,1,5,1,NA,NA,NA,5,NA,NA,NA
"PTVDC",13,1,4,1,NA,NA,NA,4,NA,NA,NA
"SEGVX",13,29,135,29,NA,NA,NA,135,NA,NA,NA
"SEHEL",13,61,293,61,NA,NA,NA,293,NA,NA,NA
"SEKAN",13,4,15,4,NA,NA,NA,15,NA,NA,NA
"SEMMA",13,35,152,35,NA,NA,NA,152,NA,NA,NA
"SESTO",13,32,129,32,NA,NA,NA,129,NA,NA,NA
"SEGOT",13,125,2061,97,9,19,NA,437,182,1441,NA
"SEHAD",13,14,49,14,NA,NA,NA,49,NA,NA,NA
"SESTE",13,1,3,1,NA,NA,NA,3,NA,NA,NA
"SEVAG",13,16,82,16,NA,NA,NA,82,NA,NA,NA
"GBBOS",13,4,8,4,NA,NA,NA,8,NA,NA,NA
"GBBRS",13,13,65,13,NA,NA,NA,65,NA,NA,NA
"GBCDF",13,2,10,2,NA,NA,NA,10,NA,NA,NA
"GBCYP",13,25,112,25,NA,NA,NA,112,NA,NA,NA
"GBFOR",13,1,5,1,NA,NA,NA,5,NA,NA,NA
"GBFXT",13,660,19932,161,302,197,23,894,7798,11239,2494
"GBGOO",13,1,2,1,NA,NA,NA,2,NA,NA,NA
"GBHRW",13,3,20,3,NA,NA,NA,20,NA,NA,NA
"GBHUL",13,59,180,59,NA,NA,NA,180,NA,NA,NA
"GBIMM",13,115,758,114,1,NA,NA,733,25,NA,NA
"GBIPS",13,1,8,1,NA,NA,NA,8,NA,NA,NA
"GBLIV",13,104,1529,36,68,NA,NA,163,1366,NA,NA
"GBLON",13,198,3207,123,45,30,NA,439,1249,1518,NA
"GBMED",13,308,10289,56,152,100,NA,298,5003,4987,NA
"GBMME",13,14,132,14,NA,NA,NA,132,NA,NA,NA
"GBNPT",13,2,61,NA,2,NA,NA,NA,61,NA,NA
"GBSHO",13,1,3,1,NA,NA,NA,3,NA,NA,NA
"GBSOU",13,132,5832,29,6,97,NA,128,199,5504,NA
"GBTYN",13,8,48,8,NA,NA,NA,48,NA,NA,NA
"GBWPT",13,17,67,17,NA,NA,NA,67,NA,NA,NA
"BEANR",14,816,17506,310,383,123,29,1404,10002,6100,3144
"BEGNE",14,1,10,1,NA,NA,NA,10,NA,NA,NA
"BEZEE",14,343,4563,234,65,44,16,512,1916,2134,1854
"DEBMK",14,5,1,5,NA,NA,NA,1,NA,NA,NA
"DEBRE",14,32,804,NA,32,NA,NA,NA,804,NA,NA
"DEBRV",14,254,3727,181,45,28,14,745,1385,1597,1891
"DEEME",14,28,106,28,NA,NA,NA,105,NA,NA,NA
"DEHAM",14,1435,20380,1001,243,191,36,3922,6033,10424,3913
"DENHA",14,1,17,NA,1,NA,NA,NA,17,NA,NA
"DENOE",14,50,14,50,NA,NA,NA,14,NA,NA,NA
"DEKEL",14,1,4,1,NA,NA,NA,4,NA,NA,NA
"DKAAL",14,12,117,5,7,NA,NA,36,81,NA,NA
"DKAAR",14,232,1468,205,27,NA,NA,1041,427,NA,NA
"DKCPH",14,132,588,132,NA,NA,NA,588,NA,NA,NA
"DKFRC",14,15,39,15,NA,NA,NA,39,NA,NA,NA
"GRCLK",14,1,6,1,NA,NA,NA,6,NA,NA,NA
"GREEU",14,6,64,3,3,NA,NA,13,50,NA,NA
"GRGAV",14,54,2015,NA,54,NA,NA,NA,2015,NA,NA
"GRGPA",14,1,4,1,NA,NA,NA,4,NA,NA,NA
"GRHER",14,10,70,10,NA,NA,NA,69,NA,NA,NA
"GRJMK",14,27,1008,NA,27,NA,NA,NA,1008,NA,NA
"GRJSY",14,1,9,1,NA,NA,NA,9,NA,NA,NA
"GRKRT",14,1,3,1,NA,NA,NA,3,NA,NA,NA
"GRMLO",14,1,4,1,NA,NA,NA,4,NA,NA,NA
"GRNAF",14,1,4,1,NA,NA,NA,4,NA,NA,NA
"GRPIR",14,678,7954,408,246,24,NA,2069,4882,1005,NA
"GRRAF",14,27,1008,NA,27,NA,NA,NA,1008,NA,NA
"GRRHO",14,2,9,2,NA,NA,NA,9,NA,NA,NA
"GRSKG",14,155,1587,99,56,NA,NA,569,1020,NA,NA
"GRTIN",14,54,2015,NA,54,NA,NA,NA,2015,NA,NA
"GRVOL",14,4,38,4,NA,NA,NA,38,NA,NA,NA
"ESBIO",14,247,2776,155,87,5,NA,724,1811,240,NA
"ESMPG",14,25,418,NA,25,NA,NA,NA,418,NA,NA
"ESSDR",14,15,46,15,NA,NA,NA,46,NA,NA,NA
"ESVGO",14,71,713,42,29,NA,NA,184,531,NA,NA
"ESALC",14,70,428,62,8,NA,NA,319,110,NA,NA
"ESBCN",14,454,8292,183,222,49,4,1204,4794,2292,432
"ESCAD",14,75,789,45,30,NA,NA,161,628,NA,NA
"ESCAR",14,54,358,36,18,NA,NA,161,197,NA,NA
"ESLPA",14,336,4434,219,91,26,NA,1333,1736,1364,NA
"ESPMI",14,111,375,111,NA,NA,NA,375,NA,NA,NA
"ESSCT",14,294,3550,294,NA,NA,NA,3550,NA,NA,NA
"ESSVQ",14,26,115,26,NA,NA,NA,114,NA,NA,NA
"ESTAR",14,39,234,37,2,NA,NA,210,24,NA,NA
"ESCEU",14,9,36,9,NA,NA,NA,36,NA,NA,NA
"ESMLN",14,26,103,26,NA,NA,NA,103,NA,NA,NA
"FIHEL",14,101,656,101,NA,NA,NA,657,NA,NA,NA
"FIHKO",14,8,38,8,NA,NA,NA,38,NA,NA,NA
"FIHMN",14,26,183,26,NA,NA,NA,183,NA,NA,NA
"FIKOK",14,1,3,1,NA,NA,NA,3,NA,NA,NA
"FIKTK",14,64,314,64,NA,NA,NA,315,NA,NA,NA
"FINLI",14,2,6,2,NA,NA,NA,6,NA,NA,NA
"FIPOR",14,9,46,9,NA,NA,NA,47,NA,NA,NA
"FIRAU",14,31,176,31,NA,NA,NA,175,NA,NA,NA
"FITKU",14,4,12,4,NA,NA,NA,12,NA,NA,NA
"FIVAA",14,2,6,2,NA,NA,NA,6,NA,NA,NA
"FRBES",14,11,0,NA,NA,NA,NA,NA,NA,NA,NA
"FRBOD",14,62,163,61,1,NA,NA,152,12,NA,NA
"FRDKK",14,46,986,7,39,NA,2,50,936,NA,1051
"FRLEH",14,545,18153,73,279,193,15,497,7184,10471,1685
"FRLRH",14,216,0,NA,NA,NA,NA,NA,NA,NA,NA
"FRNTE",14,79,1541,17,61,1,NA,144,1303,94,NA
"FRURO",14,62,1134,10,52,NA,NA,67,1066,NA,NA
"FRMRS",14,310,6664,101,167,42,NA,660,4023,1980,NA
"FRNOU",14,5,22,4,1,NA,NA,12,10,NA,NA
"FRSET",14,2,0,NA,NA,NA,NA,NA,NA,NA,NA
"GPPTP",14,81,530,42,19,20,NA,70,182,278,NA
"REPDG",14,48,754,7,41,NA,NA,60,694,NA,NA
"IEDUB",14,410,1734,402,8,NA,NA,1611,122,NA,NA
"IEORK",14,109,478,109,NA,NA,NA,478,NA,NA,NA
"ITAOI",14,70,802,39,31,NA,NA,248,554,NA,NA
"ITAUG",14,23,249,10,13,NA,NA,59,191,NA,NA
"ITBDS",14,10,123,4,6,NA,NA,28,96,NA,NA
"ITCAG",14,18,127,18,NA,NA,1,127,NA,NA,108
"ITCTA",14,10,76,10,NA,NA,NA,76,NA,NA,NA
"ITCVV",14,17,92,17,NA,NA,NA,92,NA,NA,NA
"ITGIT",14,805,14251,378,339,88,1,2046,7594,4611,108
"ITGOA",14,459,8139,178,243,38,NA,1139,5222,1779,NA
"ITLIV",14,297,4331,85,208,4,NA,482,3682,166,NA
"ITMDC",14,8,190,NA,8,NA,NA,NA,190,NA,NA
"ITNAP",14,232,3880,114,100,18,NA,624,2452,806,NA
"ITPMO",14,26,282,18,8,NA,NA,138,144,NA,NA
"ITPNG",14,4,16,4,NA,NA,NA,16,NA,NA,NA
"ITRAN",14,107,1365,49,58,NA,NA,210,1156,NA,NA
"ITSAL",14,205,1649,154,51,NA,NA,912,738,NA,NA
"ITSPE",14,285,4842,139,123,23,NA,742,3116,984,NA
"ITSVN",14,14,80,12,2,NA,NA,48,32,NA,NA
"ITTAR",14,1,3,1,NA,NA,NA,3,NA,NA,NA
"ITTPS",14,25,161,25,NA,NA,NA,161,NA,NA,NA
"ITTRS",14,99,2058,25,62,12,NA,192,1321,542,NA
"ITVCE",14,102,1512,39,62,1,NA,206,1264,41,NA
"NLAMS",14,25,479,6,19,NA,NA,56,422,NA,NA
"NLDOR",14,1,7,1,NA,NA,NA,7,NA,NA,NA
"NLRTM",14,1468,44057,595,311,562,48,3185,8304,32567,5896
"PTFNC",14,80,357,80,NA,NA,NA,357,NA,NA,NA
"PTLEI",14,110,774,83,27,NA,NA,361,412,NA,NA
"PTLIS",14,200,1856,150,44,6,NA,761,826,269,NA
"PTVDC",14,1,2,1,NA,NA,NA,2,NA,NA,NA
"SEGVX",14,32,147,32,NA,NA,NA,147,NA,NA,NA
"SEHEL",14,64,334,64,NA,NA,NA,335,NA,NA,NA
"SEKAN",14,9,26,9,NA,NA,NA,26,NA,NA,NA
"SEMMA",14,54,223,54,NA,NA,NA,224,NA,NA,NA
"SESTO",14,33,142,33,NA,NA,NA,142,NA,NA,NA
"SEGOT",14,106,1709,81,13,12,NA,402,229,1079,NA
"SEHAD",14,11,22,11,NA,NA,NA,22,NA,NA,NA
"SEVAG",14,14,73,14,NA,NA,NA,73,NA,NA,NA
"GBBEL",14,43,223,43,NA,NA,NA,224,NA,NA,NA
"GBBOS",14,1,2,1,NA,NA,NA,2,NA,NA,NA
"GBBRS",14,13,65,13,NA,NA,NA,65,NA,NA,NA
"GBCDF",14,8,36,8,NA,NA,NA,36,NA,NA,NA
"GBCYP",14,52,238,52,NA,NA,NA,238,NA,NA,NA
"GBFOY",14,1,11,NA,1,NA,NA,NA,11,NA,NA
"GBFXT",14,621,18913,147,287,187,20,909,7266,10738,2165
"GBGOO",14,11,23,11,NA,NA,NA,23,NA,NA,NA
"GBHRW",14,1,7,1,NA,NA,NA,7,NA,NA,NA
"GBHUL",14,79,242,79,NA,NA,NA,242,NA,NA,NA
"GBIMM",14,37,233,37,NA,NA,NA,233,NA,NA,NA
"GBLIV",14,59,827,24,35,NA,NA,104,724,NA,NA
"GBLON",14,196,2904,129,36,31,NA,462,862,1580,NA
"GBMED",14,163,5165,38,79,46,NA,194,2648,2324,NA
"GBMME",14,14,131,14,NA,NA,NA,131,NA,NA,NA
"GBSOU",14,157,7128,20,25,112,1,81,653,6394,108
"GBTYN",14,12,75,12,NA,NA,NA,75,NA,NA,NA
"GBWPT",14,14,54,14,NA,NA,NA,54,NA,NA,NA
"BEANR",15,883,18923,336,424,122,38,1561,11125,5981,4135
"BEGNE",15,1,8,1,NA,NA,NA,8,NA,NA,NA
"BEZEE",15,337,4650,232,58,47,16,518,1735,2397,1791
"DEBRE",15,25,535,4,21,NA,NA,12,524,NA,NA
"DEBRV",15,246,3822,172,34,40,17,729,967,2125,2339
"DECUX",15,10,67,10,NA,NA,NA,67,NA,NA,NA
"DEEME",15,26,99,26,NA,NA,NA,99,NA,NA,NA
"DEHAM",15,1483,21339,1028,259,196,41,4110,6462,10767,4480
"DENOE",15,57,16,57,NA,NA,NA,16,NA,NA,NA
"DKAAL",15,13,132,4,9,NA,NA,27,105,NA,NA
"DKAAR",15,252,1606,227,25,NA,NA,1200,406,NA,NA
"DKCPH",15,132,570,132,NA,NA,NA,571,NA,NA,NA
"DKFRC",15,12,30,12,NA,NA,NA,30,NA,NA,NA
"DKKOL",15,2,3,2,NA,NA,NA,3,NA,NA,NA
"GRCLK",15,2,13,2,NA,NA,NA,13,NA,NA,NA
"GREEU",15,2,54,NA,2,NA,NA,NA,55,NA,NA
"GRHER",15,8,61,8,NA,NA,NA,61,NA,NA,NA
"GRITM",15,1,3,1,NA,NA,NA,3,NA,NA,NA
"GRPIR",15,483,5653,292,173,18,NA,1446,3458,749,NA
"GRRHO",15,1,4,1,NA,NA,NA,4,NA,NA,NA
"GRSKG",15,109,1048,77,32,NA,NA,411,636,NA,NA
"GRVOL",15,2,19,2,NA,NA,NA,19,NA,NA,NA
"ESBIO",15,239,2820,143,90,6,2,674,1878,269,216
"ESMPG",15,21,349,NA,21,NA,NA,NA,349,NA,NA
"ESSDR",15,14,58,14,NA,NA,NA,58,NA,NA,NA
"ESVGO",15,68,629,43,25,NA,NA,189,441,NA,NA
"ESALC",15,50,356,43,7,NA,NA,254,102,NA,NA
"ESBCN",15,456,8144,191,219,46,4,1250,4752,2142,432
"ESCAD",15,92,1039,52,40,NA,NA,203,838,NA,NA
"ESCAR",15,55,344,37,18,NA,NA,158,186,NA,NA
"ESLEI",15,1,4,1,NA,NA,NA,4,NA,NA,NA
"ESLPA",15,333,4229,212,96,25,NA,1280,1645,1303,NA
"ESPMI",15,101,305,101,NA,NA,NA,306,NA,NA,NA
"ESSCT",15,263,2829,263,NA,NA,NA,2829,NA,NA,NA
"ESSVQ",15,29,121,29,NA,NA,NA,121,NA,NA,NA
"ESTAR",15,29,189,29,NA,NA,NA,189,NA,NA,NA
"ESCEU",15,11,39,11,NA,NA,NA,40,NA,NA,NA
"ESMLN",15,25,112,25,NA,NA,NA,112,NA,NA,NA
"FIHEL",15,111,715,111,NA,NA,NA,715,NA,NA,NA
"FIHKO",15,15,71,15,NA,NA,NA,72,NA,NA,NA
"FIHMN",15,26,201,26,NA,NA,NA,202,NA,NA,NA
"FIKEM",15,1,3,1,NA,NA,NA,3,NA,NA,NA
"FIKOK",15,1,3,1,NA,NA,NA,3,NA,NA,NA
"FIKTK",15,61,320,61,NA,NA,NA,320,NA,NA,NA
"FINLI",15,2,6,2,NA,NA,NA,6,NA,NA,NA
"FIPOR",15,10,35,10,NA,NA,NA,35,NA,NA,NA
"FIRAU",15,37,211,37,NA,NA,NA,211,NA,NA,NA
"FITKU",15,7,26,7,NA,NA,NA,26,NA,NA,NA
"FIVAA",15,4,11,4,NA,NA,NA,11,NA,NA,NA
"FRBES",15,11,0,NA,NA,NA,NA,NA,NA,NA,NA
"FRBOD",15,39,411,19,20,NA,NA,138,273,NA,NA
"FRDKK",15,49,1057,8,40,1,3,38,969,50,629
"FRLEH",15,584,19744,75,302,207,14,520,7930,11293,1513
"FRNTE",15,87,1595,17,70,NA,NA,158,1437,NA,NA
"FRURO",15,70,1362,8,62,NA,NA,49,1313,NA,NA
"FRMRS",15,293,6002,100,160,33,NA,633,3790,1580,NA
"FRNOU",15,8,26,8,NA,NA,NA,26,NA,NA,NA
"FRSET",15,3,22,NA,1,NA,NA,NA,22,NA,NA
"GPPTP",15,100,484,43,31,26,NA,53,153,278,NA
"REPDG",15,51,867,6,43,2,NA,53,723,91,NA
"IEDUB",15,378,1607,372,6,NA,NA,1499,108,NA,NA
"IEORK",15,119,517,119,NA,NA,NA,517,NA,NA,NA
"ITAOI",15,82,844,53,29,NA,NA,327,516,NA,NA
"ITAUG",15,37,335,23,14,NA,NA,132,203,NA,NA
"ITBDS",15,22,216,14,8,NA,NA,102,115,NA,NA
"ITCAG",15,38,261,38,NA,NA,NA,261,NA,NA,NA
"ITCTA",15,15,65,15,NA,NA,NA,65,NA,NA,NA
"ITCVV",15,14,76,14,NA,NA,NA,76,NA,NA,NA
"ITGIT",15,835,15196,399,329,107,1,2110,7363,5722,108
"ITGOA",15,456,7552,196,226,34,NA,1232,4673,1646,NA
"ITLIV",15,318,4381,111,200,7,NA,622,3468,293,NA
"ITMDC",15,7,169,NA,7,NA,NA,NA,169,NA,NA
"ITMNF",15,1,10,NA,1,NA,NA,NA,10,NA,NA
"ITMSN",15,2,29,1,1,NA,NA,9,20,NA,NA
"ITNAP",15,229,3586,122,92,15,NA,630,2265,691,NA
"ITPMO",15,25,223,17,8,NA,NA,101,122,NA,NA
"ITRAN",15,98,1221,42,55,1,NA,176,999,46,NA
"ITSAL",15,212,1614,164,48,NA,NA,889,725,NA,NA
"ITSPE",15,256,4250,125,113,18,NA,681,2823,746,NA
"ITSVN",15,18,110,15,3,NA,NA,62,48,NA,NA
"ITTAR",15,1,13,NA,1,NA,NA,NA,13,NA,NA
"ITTPS",15,24,130,24,NA,NA,NA,131,NA,NA,NA
"ITTRS",15,104,2241,13,81,10,NA,110,1672,460,NA
"ITVCE",15,111,1553,47,63,1,NA,235,1277,41,NA
"NLAMS",15,12,283,NA,12,NA,NA,NA,284,NA,NA
"NLRTM",15,1349,41045,488,358,503,56,2537,9003,29505,6922
"PTFNC",15,74,325,73,1,NA,NA,313,12,NA,NA
"PTLEI",15,100,783,72,28,NA,NA,329,454,NA,NA
"PTLIS",15,201,1955,147,47,7,NA,742,893,321,NA
"PTVDC",15,1,2,1,NA,NA,NA,2,NA,NA,NA
"SEGVX",15,25,121,25,NA,NA,NA,121,NA,NA,NA
"SEHEL",15,67,325,67,NA,NA,NA,326,NA,NA,NA
"SEKAN",15,13,37,13,NA,NA,NA,37,NA,NA,NA
"SEMMA",15,41,174,41,NA,NA,NA,174,NA,NA,NA
"SESTO",15,32,139,32,NA,NA,NA,139,NA,NA,NA
"SEGOT",15,102,1874,73,15,14,NA,370,264,1242,NA
"SEHAD",15,1,7,1,NA,NA,NA,7,NA,NA,NA
"SEVAG",15,14,79,14,NA,NA,NA,79,NA,NA,NA
"GBBEL",15,50,245,50,NA,NA,NA,245,NA,NA,NA
"GBBOS",15,2,4,2,NA,NA,NA,4,NA,NA,NA
"GBBRS",15,13,65,13,NA,NA,NA,65,NA,NA,NA
"GBCDF",15,4,20,4,NA,NA,NA,20,NA,NA,NA
"GBCYP",15,24,111,24,NA,NA,NA,111,NA,NA,NA
"GBFXT",15,635,19602,130,326,179,27,844,8221,10537,2937
"GBGOO",15,11,23,11,NA,NA,NA,23,NA,NA,NA
"GBHRW",15,2,14,2,NA,NA,NA,14,NA,NA,NA
"GBHUL",15,86,262,86,NA,NA,NA,263,NA,NA,NA
"GBIMM",15,38,241,38,NA,NA,NA,241,NA,NA,NA
"GBLIV",15,69,876,33,36,NA,NA,142,733,NA,NA
"GBLON",15,187,2861,121,34,32,NA,433,806,1622,NA
"GBMED",15,151,5378,24,73,54,NA,123,2478,2777,NA
"GBMME",15,13,129,13,NA,NA,NA,129,NA,NA,NA
"GBSOU",15,120,5632,9,27,84,NA,40,714,4879,NA
"GBTYN",15,13,83,13,NA,NA,NA,83,NA,NA,NA
"GBWPT",15,13,51,13,NA,NA,NA,51,NA,NA,NA
"BEANR",16,894,18768,338,435,121,31,1622,11117,6030,3373
"BEZEE",16,274,3735,191,41,42,19,400,1253,2083,2058
"DEBRE",16,11,184,4,7,NA,NA,8,177,NA,NA
"DEBRV",16,1138,18349,796,164,178,21,3301,4618,10430,3494
"DECUX",16,24,151,24,NA,NA,NA,151,NA,NA,NA
"DEEME",16,27,121,26,1,NA,NA,98,23,NA,NA
"DEHAM",16,1508,21982,1026,291,191,45,4006,7264,10713,4936
"DENOE",16,57,16,57,NA,NA,NA,16,NA,NA,NA
"DKAAL",16,14,136,6,8,NA,NA,43,93,NA,NA
